baller_id,Name,Body,Team,Gender,Role,Number,Dunks,Shooting,Playmaking,Defense,Image,Skill Rank,Trait Rank,Combo Rank
7991,Ballerz #7991,Zombie,Chicago Squid,M,Player,92,93,88,85,82,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8010.png,401,329,72
6252,Money mase,Human V,Miami Tentacles,M,Player,56,95,94,77,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4342.png,402,8877,2629
3185,Ballerz #3185,Lizard,Portland Creatures,M,Player,99,83,94,85,86,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9208.png,403,1182,289
9653,Ballerz #9653,Human II,Toronto Spears,M,Player,16,91,92,83,82,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8813.png,404,4808,1184
8756,Ballerz #8756,Human II,New York Torches,W,Player,92,79,96,89,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4473.png,405,7773,1963
2515,"Keldon ""Dutch Dunker "" Johansson ",Human I,New Orleans Giants,M,Player,67,90,73,93,91,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2523.png,406,6467,1619
8657,Ballerz #8657,Lizard,Omaha Bullsnakes,M,Player,97,90,86,84,88,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2932.png,407,1345,335
8450,Judy Gobert,Human I,Houston Rogues,W,Player,27,99,83,75,88,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5542.png,408,9590,3322
956,Ballerz #956,Human III,Boulder Elks,M,Player,60,84,92,82,90,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/956.png,409,4134,980
4780,Ballerz #4780,Human IV,Minneapolis Express,W,Player,100,79,96,86,86,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8479.png,410,6400,1613
9743,Jerry Stone,Stone,Los Angeles Mammoths,M,Player,50,87,91,87,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9724.png,411,200,50
1331,The Glove,Human I,San Diego Keepers,M,Player,36,90,76,80,99,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1773.png,412,7592,1921
8618,Ballerz #8618,Human II,San Jose Sirens,W,Player,80,97,84,84,82,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5779.png,413,3239,732
3590,Ballerz #3590,Human IV,Sierra Spiders,M,Player,29,81,79,95,92,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4729.png,414,6460,1642
2578,Ballerz #2578,Human III,Wisconsin Dragons,M,Player,49,84,92,97,73,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6456.png,415,9396,3164
8414,Ballerz #8414,Human II,New Orleans Giants,M,Player,16,86,81,96,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6863.png,416,2107,512
8347,Ballerz #8347,Human V,Nashville Miracle,W,Player,3,79,82,95,91,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6090.png,417,4660,1162
7273,Donnie “The Glitch” Mitchell,Human IV,Austin Machines,M,Player,46,84,73,93,96,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7611.png,418,3187,724
5523,Ballerz #5523,Human III,Nashville Miracle,W,Player,77,93,94,85,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5266.png,419,9192,2988
2365,Ballerz #2365,Human I,San Jose Sirens,W,Player,83,88,78,80,99,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2267.png,420,6516,1664
5587,Ballerz #5587,Stone,Los Angeles Mammoths,M,Player,73,75,86,85,99,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5433.png,421,929,261
7967,Ballerz #7967,Human V,Austin Machines,M,Player,9,90,96,87,73,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6463.png,422,7413,1910
2479,Ballerz #2479,Human II,New York Golden Bulls,M,Player,77,93,79,94,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1418.png,423,917,260
8995,Ballerz #8995,Human IV,Dallas Pythons,M,Player,11,90,80,82,95,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7553.png,424,3826,910
9663,Ballerz #9663,Human V,Boston Rulers,M,Player,97,95,84,79,89,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5604.png,425,6139,1579
7399,Ballerz #7399,Alien,Houston Rogues,W,Player,49,93,91,76,87,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3397.png,426,619,193
4973,Ballerz #4973,Human III,Cleveland Firebirds,W,Player,13,99,97,63,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4672.png,427,8298,2264
7102,Ballerz #7102,Stone,Minneapolis Express,W,Player,52,87,94,78,88,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2897.png,428,1743,441
2868,Sue Birb,Human V,San Francisco Surge,W,Player,16,78,91,94,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7007.png,429,4096,1001
8476,Ballerz #8476,Human I,Cleveland Firebirds,W,Player,21,66,94,99,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5092.png,430,8725,2570
3683,Ballerz #3683,Human II,Tallahassee Tarantulas,M,Player,16,83,94,92,78,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7335.png,431,1960,495
7748,Ballerz #7748,Human II,Pennsylvania Fangs,M,Player,54,87,85,80,95,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6959.png,432,5415,1426
4285,Ballerz #4285,Human I,Cleveland Firebirds,W,Player,0,74,91,85,96,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2976.png,433,8853,2722
8332,Ballerz #8332,Human I,Los Angeles Mammoths,M,Player,94,90,77,91,89,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7921.png,434,468,126
8610,Jack D. Baller,Zombie,St. Louis Orcs,M,Player,35,81,99,92,72,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3660.png,435,410,103
6015,Ballerz #6015,Human III,Salt Lake City Souls,W,Player,3,86,76,87,97,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2593.png,436,1773,451
7228,Dr.B(Beast),Human IV,St. Louis Orcs,M,Player,59,87,82,95,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8875.png,437,682,220
4468,Ballerz #4468,Human I,Minneapolis Express,W,Player,59,81,87,84,95,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3506.png,438,2228,566
9705,Ballerz #9705,Zombie,New York Golden Bulls,M,Player,27,80,82,91,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9750.png,439,5391,1416
288,Ballerz #288,Human II,Boulder Elks,M,Player,62,99,84,81,81,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/288.png,440,5869,1550
3528,Ballerz #3528,Human III,Wisconsin Dragons,M,Player,25,71,95,96,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4673.png,441,2260,582
3395,Ballerz #3395,Human III,Boston Rulers,M,Player,27,94,86,94,72,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4648.png,442,4355,1099
8977,Ballerz #8977,Human IV,Portland Creatures,M,Player,23,87,76,87,96,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9102.png,443,3456,811
4203,Ballerz #4203,Stone,Delaware Horsemen,M,Player,6,85,95,86,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8628.png,444,4058,1004
8753,Ballerz #8753,Human IV,Alabama Kingpins,M,Player,41,84,80,82,99,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3575.png,445,2631,643
3494,Ballerz #3494,Human II,Tampa Bay Omens,W,Player,20,85,85,82,95,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8825.png,446,8724,2607
1469,Ballerz #1469,Human IV,Phoenix Skulls,M,Player,16,70,97,87,91,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1993.png,447,2066,531
8682,Ballerz #8682,Emoji,Team Dapper (W),W,Player,75,90,71,92,93,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4421.png,448,281,67
1906,Ballerz #1906,Human I,Toronto Spears,M,Player,64,85,93,91,78,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1566.png,449,1254,331
3307,Ballerz #3307,Human III,Phoenix Skulls,M,Player,96,97,78,87,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8068.png,450,3307,775
6564,Ballerz #6564,Human I,New York Torches,W,Player,98,79,75,95,96,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3268.png,451,2926,707
922,Ballerz #922,Human V,Portland Bats,M,Player,17,84,96,77,89,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/922.png,452,5789,1551
3848,Ballerz #3848,Devil,Helena Pronghorns,M,Player,54,88,97,89,71,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9283.png,453,246,61
4992,John Dutton ,Human II,Austin Machines,M,Player,78,91,91,79,86,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8129.png,454,4191,1073
9393,Ballerz #9393,Human IV,Orlando Freeze,W,Player,10,87,93,80,87,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5699.png,455,5305,1419
5010,Ballerz #5010,Human IV,Tampa Bay Omens,W,Player,1,86,73,94,93,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3841.png,456,1991,524
7840,Ballerz #7840,Human II,Las Vegas Scorpions,M,Player,59,98,74,82,91,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9012.png,457,6392,1709
2825,Skeeter Valentine,Stone,St. Louis Orcs,M,Player,0,93,81,90,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9322.png,458,1972,518
8423,Ballerz #8423,Human V,Nashville Miracle,W,Player,83,95,78,76,96,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7713.png,459,4936,1306
1278,ZenziJr,Human V,Seattle Scream,M,Player,63,93,82,84,88,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1284.png,460,5226,1390
5984,Ballerz #5984,Human I,Los Angeles Mammoths,M,Player,34,84,93,80,90,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3651.png,461,4437,1147
7645,Jenny from the Zombieblock,Stone,Salt Lake City Souls,W,Player,59,94,66,97,87,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3553.png,462,3076,743
3960,Ballerz #3960,Bright Pink Alien,New Jersey Scientists,M,Player,61,68,99,93,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3401.png,463,405,106
8499,Ballerz #8499,Lizard,Orlando Freeze,W,Player,56,95,89,87,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8050.png,464,3595,879
1877,Ballerz #1877,Human I,Orlando Freeze,W,Player,4,86,91,80,90,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1940.png,465,460,133
9541,Ballerz #9541,Human III,Los Angeles Mammoths,M,Player,91,87,77,99,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6502.png,466,9406,3342
9039,Ballerz #9039,Human I,Delaware Horsemen,M,Player,68,92,91,83,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3106.png,467,9807,4155
6508,Ballerz #6508,Human V,Nashville Miracle,W,Player,23,85,84,84,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5063.png,468,6074,1633
7183,Ballerz #7183,Human IV,Los Angeles Knives,W,Player,39,89,87,72,97,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5850.png,469,6930,1862
2272,Tuff Juice,Human IV,Delaware Horsemen,M,Player,31,87,80,96,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1455.png,470,7072,1905
706,Ballerz #706,Human III,Portland Bats,M,Player,42,90,90,86,81,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/706.png,471,8276,2336
2614,Ballerz #2614,Human III,Austin Machines,M,Player,16,89,83,91,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4494.png,472,116,34
7437,Ballerz #7437,Human IV,New Orleans Giants,M,Player,46,72,91,97,85,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4173.png,473,8066,2248
1735,Ballerz #1735,Human III,Nashville Miracle,W,Player,98,99,76,81,88,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1646.png,474,7246,1972
3569,Ballerz #3569,Human II,Toronto Spears,M,Player,36,99,77,80,88,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7425.png,475,2288,610
2596,Ballerz #2596,Human IV,Austin Machines,M,Player,8,84,83,90,90,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8046.png,476,8317,2362
8363,Ballerz #8363,Human III,Phoenix Skulls,M,Player,83,83,92,89,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7448.png,477,6394,1736
3316,Ballerz #3316,Human V,Minneapolis Express,W,Player,66,92,82,97,74,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3439.png,478,979,286
6003,Ballerz #6003,Human IV,Houston Rogues,W,Player,41,85,84,91,87,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7697.png,479,6657,1810
681,Ballerz #681,Human I,San Diego Keepers,M,Player,32,78,93,77,97,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/681.png,480,5897,1608
5807,Ballerz #5807,Human I,Alabama Kingpins,M,Player,29,83,92,73,97,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5161.png,481,1245,344
8913,Maddy Hasselbeck,Human V,Orlando Freeze,W,Player,8,85,92,87,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4860.png,482,3524,871
2434,Ballerz #2434,Bright Pink Alien,Charlotte Clovers,W,Player,15,85,85,92,85,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1701.png,483,198,53
8,Ballerz #8,Human I,Las Vegas Scorpions,M,Player,92,85,85,92,85,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/8.png,484,6544,1786
699,Ballerz #699,Human IV,Alaska Whales,M,Player,61,78,84,99,83,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/699.png,485,8752,2746
5454,Ballerz #5454,Stone,New Orleans Giants,M,Player,79,84,96,82,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5763.png,486,2862,719
7557,Ballerz #7557,Human III,Tampa Bay Omens,W,Player,28,64,91,99,88,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4010.png,487,1376,388
4801,Ballerz #4801,Human III,New Orleans Giants,M,Player,78,98,77,94,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2614.png,488,646,222
2601,Ballerz #2601,Human I,New Jersey Scientists,M,Player,55,92,78,82,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4946.png,489,7679,2138
6431,Ballerz #6431,Human II,Toronto Spears,M,Player,67,94,77,89,86,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6564.png,490,7349,2051
7296,Sylvia Fouls,Human I,Orlando Freeze,W,Player,34,80,81,91,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7945.png,491,5267,1478
6991,Ballerz #6991,Human IV,Portland Bats,M,Player,12,95,71,87,92,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4444.png,492,9281,3313
1512,The Professor,Human II,Portland Creatures,M,Player,76,92,94,79,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1556.png,493,3312,828
2950,Miss Ocho Cinco,Human IV,Houston Rogues,W,Player,85,84,98,83,80,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8531.png,494,6229,1735
3605,Ballerz #3605,Human IV,Wisconsin Dragons,M,Player,96,94,86,96,68,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5829.png,495,2159,600
8762,Dwight H,Human V,Toronto Spears,M,Player,39,88,79,97,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3539.png,496,6950,1950
1625,Ballerz #1625,Human I,Austin Machines,M,Player,37,79,99,74,91,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2332.png,497,7999,2304
6974,Ballerz #6974,Alien,Team Flow (M),M,Player,4,86,79,87,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6592.png,498,278,75
9310,Ballerz #9310,Emoji,Portland Bats,M,Player,87,92,79,82,93,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7212.png,499,258,70
4904,Ballerz #4904,Human III,Tampa Bay Omens,W,Player,45,99,92,72,80,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6468.png,500,9762,4067
7391,Ballerz #7391,Human III,Tallahassee Tarantulas,M,Player,43,94,72,94,85,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3962.png,501,4998,1404
8796,Ballerz #8796,Human III,New Orleans Giants,M,Player,4,80,94,95,76,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4259.png,502,4633,1293
7494,Ballerz #7494,Lizard,Orlando Freeze,W,Player,36,72,99,83,89,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4267.png,503,2087,588
9201,Ballerz #9201,Human III,Toronto Spears,M,Player,92,95,79,77,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6868.png,504,4347,1199
8746,Ballerz #8746,Human V,Phoenix Skulls,M,Player,6,83,95,83,85,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6459.png,505,3898,1027
6700,Jaylen Brun,Human I,Miami Tentacles,M,Player,45,87,86,96,76,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3719.png,506,1018,305
4375,Ballerz #4375,Lizard,Michigan Colliders,M,Player,25,80,87,97,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4759.png,507,1744,497
7965,Ballerz #7965,Stone,Sierra Spiders,M,Player,89,94,80,86,86,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7701.png,508,378,100
2409,Ballerz #2409,Human III,Tampa Bay Omens,W,Player,35,77,90,98,79,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1621.png,509,6097,1728
7914,Ballerz #7914,Stone,Portland Bats,M,Player,42,75,88,98,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9451.png,510,3843,1014
3403,Ballerz #3403,Human IV,Omaha Bullsnakes,M,Player,51,87,89,79,91,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5022.png,511,5479,1566
2979,Ballerz #2979,Human IV,San Francisco Surge,W,Player,93,93,86,94,72,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7050.png,512,1314,381
5304,Ballerz #5304,Human IV,Chicago Squid,M,Player,41,85,79,92,90,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3645.png,513,2636,706
5337,Ballerz #5337,Human II,Charlotte Clovers,W,Player,15,94,87,81,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8342.png,514,4143,1133
8961,Ballerz #8961,Human I,Sierra Spiders,M,Player,83,87,80,92,87,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6880.png,515,6624,1890
4865,Ballerz #4865,Human II,Omaha Bullsnakes,M,Player,45,83,66,94,99,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9691.png,516,1885,542
8877,Ballerz #8877,Alien,New York Golden Bulls,M,Player,33,82,74,90,98,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5654.png,517,498,149
807,Ballerz #807,Human I,Iowa City Rattlesnakes,M,Player,72,90,80,91,85,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/807.png,518,7081,2035
4891,Ballerz #4891,Human I,Orlando Freeze,W,Player,90,96,75,78,95,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8580.png,519,9342,3476
5758,Ballerz #5758,Human I,Toronto Spears,M,Player,15,94,65,87,97,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3916.png,520,9047,3160
3727,Air Reyr,Human I,Michigan Colliders,M,Player,65,87,90,80,89,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8088.png,521,2003,584
1204,Ballerz #1204,Human III,St. Louis Orcs,M,Player,34,70,96,93,85,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1394.png,522,8402,2533
